id_i,id_j,similitud_ponderada
6,128,0.3398927908731829
6,129,0.1867051368204261
6,130,0.15518049398819864
6,131,0.46316553908656166
6,132,0.3536579677265607
6,133,0.3398927908731829
6,134,0.17622430709684297
6,135,0.1773330318769637
6,136,0.5823291982295992
6,137,0.36272369429112256
6,138,0.354983508253484
6,139,0.4427826614606694
6,140,0.5138675134594812
6,141,0.684578191578136
6,142,0.37
6,143,0.06757834230632087
6,144,0.2316419536583749
6,145,0.05127058784305881
6,146,0.2866666666666667
6,147,0.03636130522335991
6,148,0.4179029766995483
6,149,0.6493769058146537
6,150,0.18163672162003613
6,151,0.4465284093171959
6,152,0.23048883035051984
6,153,0.19455764043017634
6,154,0.49435861074703497
6,155,0.05146961752620016
6,156,0.11946983821153553
6,157,0.2516666666666666
